clean_name,Voto,Fantavoto,Giornata
paz n,5.5,5.5,10
morata,5.0,2.0,10
diao,6.5,6.5,10
addai,6.0,6.0,10
fabregas,6.0,5.5,10
audero,6.5,4.5,10
bianchetti,5.5,5.0,10
terracciano f,5.0,5.0,10
baschirotto,5.5,5.5,10
barbieri,6.0,6.0,10
faye,6.0,6.0,10
floriani mussolini,5.5,5.5,10
vazquez,6.5,6.5,10
bondo,5.5,5.5,10
payero,6.0,6.0,10
sarmiento j,5.5,5.5,10
vandeputte,6.0,6.0,10
bonazzoli,5.5,5.5,10
vardy,7.0,10.0,10
johnsen,6.5,7.5,10
nicola,5.5,5.5,10
de gea,6.0,5.0,10
ranieri l,5.0,4.5,10
pongracic,5.5,5.5,10
dodò,5.5,5.5,10
comuzzo,5.5,5.5,10
fortini,5.5,5.5,10
mandragora,5.0,5.0,10
nicolussi caviglia,5.0,4.5,10
fagioli,5.0,4.5,10
sohm,5.0,5.0,10
gudmundsson a,5.5,5.5,10
fazzini,5.5,5.5,10
ndour,4.5,4.5,10
dzeko,5.0,5.0,10
kean,5.0,4.5,10
piccoli,5.0,5.0,10
pioli,4.0,4.0,10
leali,6.0,5.0,10
martin,6.5,7.5,10
vasquez,6.5,6.5,10
ostigard,7.0,10.0,10
marcandalli,6.0,5.5,10
norton-cuffy,7.0,7.0,10
thorsby,6.0,6.0,10
malinovskyi,7.0,9.5,10
messias,6.0,6.0,10
frendrup,6.0,6.0,10
ellertsson,6.0,6.0,10
masini,6.0,5.5,10
colombo,5.0,5.0,10
ekuban,6.0,6.0,10
vitinha o,5.5,5.5,10
criscito,6.0,6.0,10
sommer,5.5,4.5,10
dimarco,6.0,6.0,10
bastoni,5.5,5.5,10
akanji,6.0,6.0,10
dumfries,6.0,6.0,10
carlos augusto,6.0,6.0,10
bisseck,6.0,5.5,10
zielinski,7.0,10.0,10
barella,6.5,6.5,10
calhanoglu,7.0,8.0,10
luis henrique,5.5,5.5,10
sucic p,5.5,5.5,10
martinez l,5.5,5.5,10
bonny,5.5,5.5,10
esposito fp,6.0,6.0,10
chivu,6.0,6.0,10
di gregorio,6.0,5.0,10
kalulu,6.5,6.5,10
cambiaso,7.0,10.0,10
gatti,5.0,5.0,10
locatelli,7.0,7.0,10
kostic,7.0,10.0,10
mckennie,6.0,6.0,10
thuram k,6.0,6.0,10
koopmeiners,6.0,6.0,10
conceicao,6.0,6.0,10
vlahovic,6.5,6.5,10
openda,6.0,6.0,10
spalletti,7.0,6.5,10
provedel,6.0,6.0,10
romagnoli,6.0,6.0,10
marusic,6.5,6.5,10
lazzari,6.0,6.0,10
pellegrini lu,6.0,6.0,10
gila,6.5,6.5,10
provstgaard,6.0,6.0,10
vecino,6.0,6.0,10
cataldi,6.5,6.5,10
zaccagni,7.0,10.0,10
guendouzi,7.0,7.0,10
basic,5.5,5.5,10
isaksen,7.0,10.0,10
dia,5.0,5.0,10
sarri,6.5,6.5,10
falcone,7.0,7.0,10
gallo,6.5,6.5,10
gaspar k,6.5,6.5,10
tiago gabriel,6.5,6.5,10
veiga d,6.0,5.5,10
maleh,6.0,6.0,10
coulibaly l,6.0,6.0,10
berisha m,7.0,10.0,10
ramadani,6.5,6.5,10
pierotti,6.0,6.0,10
tete morente,6.5,7.5,10
banda,6.0,6.0,10
stulic,6.0,6.0,10
di francesco,7.0,7.0,10
maignan,7.0,10.0,10
gabbia,6.5,6.5,10
pavlovic,7.5,10.5,10
de winter,5.5,5.5,10
bartesaghi,6.0,6.0,10
modric,6.5,6.5,10
fofana y,5.5,5.0,10
saelemaekers,6.5,6.5,10
ricci s,6.0,6.0,10
leao,6.5,7.5,10
nkunku,5.5,5.5,10
allegri,6.5,6.5,10
milinkovic-savic v,7.0,10.0,10
spinazzola,5.5,5.5,10
buongiorno,6.0,6.0,10
di lorenzo,5.5,5.5,10
rrahmani,6.5,6.5,10
gutierrez,6.0,6.0,10
politano,5.5,5.0,10
zambo anguissa,6.0,5.5,10
elmas,5.5,5.0,10
mctominay,6.5,6.5,10
gilmour,6.0,6.0,10
neres,5.5,5.5,10
hojlund,5.5,5.5,10
lang,6.0,6.0,10
conte,6.0,6.0,10
suzuki,6.0,3.0,10
valenti,6.0,5.5,10
circati,5.5,5.5,10
delprato,5.5,5.5,10
ndiaye,6.0,6.0,10
britschgi,6.0,6.0,10
hernani,5.5,5.5,10
estevez,5.5,5.5,10
bernabè,7.0,10.0,10
keita m,5.5,5.5,10
ordonez c,4.5,3.5,10
sorensen o,6.0,6.0,10
cutrone,5.5,5.5,10
djuric,5.5,5.0,10
benedyczak,6.0,6.0,10
pellegrino m,6.0,6.0,10
cuesta,5.5,5.5,10
semper,6.5,4.5,10
caracciolo a,6.0,6.0,10
calabresi,6.0,6.0,10
canestrelli,5.0,5.0,10
angori,6.0,6.0,10
leris,6.5,7.5,10
aebischer,6.0,6.0,10
akinsanmiro,6.5,6.5,10
tourè i,6.0,6.0,10
hojholt,6.0,5.5,10
vural,6.0,6.0,10
nzola,6.0,6.0,10
moreo,7.5,13.5,10
meister,5.5,5.5,10
gilardino,6.0,6.0,10
svilar,7.0,6.0,10
mancini,5.5,5.0,10
ndicka,5.5,5.5,10
celik,6.0,5.5,10
hermoso,6.5,6.0,10
wesley,6.0,5.5,10
pellegrini lo,6.0,6.0,10
cristante,6.0,6.0,10
bailey,5.5,5.5,10
konè m,6.0,6.0,10
el aynaoui,6.0,5.5,10
dybala,5.0,2.0,10
soulè,6.0,6.0,10
dovbyk,5.5,5.5,10
gasperini,6.0,6.0,10
muric,5.5,3.5,10
walukiewicz,5.5,5.5,10
doig,5.5,5.5,10
coulibaly w,5.5,5.5,10
idzes,6.0,6.0,10
muharemovic,5.5,5.0,10
matic,6.5,6.5,10
vranckx,5.0,5.0,10
thorstvedt,6.5,6.5,10
konè i,6.5,6.5,10
fadera,6.0,6.0,10
berardi,7.0,10.0,10
pinamonti,5.5,5.5,10
laurientè,6.0,6.0,10
cheddira,5.5,5.5,10
grosso,6.0,6.0,10
paleari,6.0,4.0,10
biraghi,6.0,6.0,10
lazaro,6.0,6.0,10
maripan,5.5,5.5,10
ismajli,6.0,7.0,10
pedersen,6.0,5.5,10
coco,6.0,6.0,10
tameze,6.0,6.0,10
ilic,6.5,6.5,10
vlasic,5.5,5.5,10
casadei,5.5,5.0,10
gineitis,6.0,6.0,10
zapata d,5.5,5.5,10
simeone,6.5,9.5,10
ngonge,6.0,6.0,10
adams c,7.0,10.0,10
baroni,6.0,5.0,10
okoye,6.0,6.0,10
kabasele,7.0,7.0,10
zanoli,6.5,6.5,10
kamara h,7.0,7.5,10
bertola,6.5,6.5,10
ehizibue,6.0,6.0,10
palma,6.5,6.5,10
solet,6.5,6.5,10
zaniolo,7.0,10.0,10
karlstrom,6.5,6.5,10
ekkelenkamp,6.5,6.5,10
atta,7.0,7.0,10
piotrowski,6.0,6.0,10
bayo v,6.0,6.0,10
buksa,6.5,6.5,10
runjaic,7.5,7.5,10
montipò,6.5,4.5,10
bradaric,6.0,6.0,10
frese,5.5,3.5,10
nelsson,6.5,6.5,10
belghali,6.5,6.5,10
bella-kotchap,6.5,6.0,10
gagliardini,6.0,6.0,10
akpa akpro,6.0,6.0,10
niasse,6.0,6.0,10
bernede,6.0,6.0,10
orban g,6.0,6.5,10
mosquera,6.0,6.0,10
giovane,7.0,10.0,10
zanetti,6.0,5.5,10
carnesecchi,5.0,2.0,11
zappacosta,5.0,5.0,11
djimsiti,5.0,5.0,11
bellanova,5.0,5.0,11
kossounou,5.5,5.5,11
hien,4.5,4.5,11
ahanor,5.0,5.0,11
pasalic,4.5,4.5,11
samardzic,4.5,4.5,11
ederson ds,5.5,5.5,11
scamacca,5.5,5.5,11
lookman,5.0,5.0,11
de ketelaere,5.5,5.5,11
krstovic,5.0,5.0,11
juric,4.5,4.5,11
pessina mas,6.0,6.0,11
miranda j,6.5,6.5,11
holm,7.0,8.0,11
lucumì,7.5,10.5,11
heggem,6.5,6.5,11
bernardeschi,6.5,6.5,11
orsolini,6.0,5.5,11
odgaard,6.0,6.0,11
pobega,6.5,6.5,11
ferguson,6.5,6.5,11
rowe,6.0,6.0,11
cambiaghi,7.0,8.0,11
dallinga,7.0,10.0,11
italiano,7.0,7.0,11
caprile,7.0,7.0,11
luperto,6.5,6.5,11
mina,7.0,7.0,11
zappa,6.0,6.0,11
obert,5.5,5.5,11
palestra,6.5,6.5,11
gaetano,6.0,6.0,11
adopo,5.5,5.5,11
folorunsho,5.5,5.5,11
prati,6.0,5.5,11
felici,5.5,5.5,11
esposito se,5.5,5.5,11
luvumbo,5.5,5.5,11
borrelli,5.5,5.5,11
pisacane,6.5,6.5,11
butez,6.5,6.5,11
diego carlos,6.0,6.0,11
valle,6.5,6.5,11
ramon,6.5,6.5,11
smolcic i,6.0,6.0,11
caqueret,6.0,6.0,11
perrone,5.5,5.0,11
paz n,6.5,6.5,11
baturina,5.5,5.5,11
morata,4.5,4.0,11
diao,5.0,5.0,11
douvikas,5.5,5.5,11
addai,6.0,5.5,11
kuhn,6.0,6.0,11
rodriguez je,6.0,6.0,11
fabregas,6.0,6.0,11
audero,6.0,5.0,11
bianchetti,6.0,6.0,11
terracciano f,6.0,5.5,11
baschirotto,5.5,5.5,11
barbieri,5.5,5.5,11
faye,5.0,4.5,11
floriani mussolini,6.0,6.0,11
vazquez,6.5,6.5,11
bondo,6.0,6.0,11
payero,5.5,5.5,11
sarmiento j,6.0,6.0,11
vandeputte,6.5,6.5,11
bonazzoli,6.0,6.0,11
vardy,5.5,5.5,11
nicola,5.5,5.5,11
de gea,6.5,7.5,11
ranieri l,5.0,4.5,11
marì,6.0,6.0,11
parisi,6.0,6.0,11
pongracic,5.5,5.0,11
viti,6.0,6.0,11
dodò,5.5,5.0,11
fortini,6.5,6.5,11
mandragora,5.5,5.5,11
nicolussi caviglia,5.5,5.5,11
sohm,6.5,7.5,11
gudmundsson a,7.0,10.0,11
ndour,6.0,6.0,11
dzeko,6.0,6.0,11
piccoli,7.0,10.0,11
vanoli,6.5,6.0,11
leali,6.5,4.5,11
martin,6.5,7.0,11
vasquez,5.5,5.5,11
ostigard,7.0,10.0,11
marcandalli,5.0,5.0,11
norton-cuffy,6.0,6.0,11
thorsby,6.0,6.0,11
frendrup,6.0,6.0,11
ellertsson,5.5,5.0,11
carboni v,6.0,6.0,11
masini,6.0,6.0,11
colombo,5.5,5.5,11
vitinha o,5.5,5.5,11
ekhator,6.0,6.0,11
de rossi,6.0,6.0,11
sommer,6.0,6.0,11
dimarco,7.0,8.0,11
acerbi,6.0,6.0,11
bastoni,6.5,7.5,11
akanji,6.0,5.5,11
dumfries,5.5,5.0,11
carlos augusto,6.5,6.5,11
zielinski,6.5,6.5,11
barella,6.5,6.5,11
calhanoglu,6.5,6.5,11
sucic p,6.0,5.5,11
martinez l,7.0,10.0,11
thuram,6.0,6.0,11
bonny,7.0,10.0,11
chivu,7.0,7.0,11
di gregorio,6.5,6.5,11
rugani,6.0,6.0,11
kalulu,6.5,6.5,11
cambiaso,5.5,5.5,11
gatti,6.0,6.0,11
locatelli,6.0,6.0,11
mckennie,6.0,6.0,11
thuram k,6.5,6.5,11
koopmeiners,6.0,6.0,11
zhegrova,6.0,6.0,11
conceicao,6.0,6.0,11
vlahovic,5.5,5.5,11
david,5.5,5.5,11
yildiz,6.0,6.0,11
spalletti,6.0,6.0,11
provedel,6.0,4.0,11
romagnoli,5.0,5.0,11
marusic,5.5,5.5,11
lazzari,5.5,5.5,11
pellegrini lu,6.0,6.0,11
gila,5.5,5.5,11
provstgaard,6.0,6.0,11
vecino,6.0,6.0,11
cataldi,5.0,5.0,11
zaccagni,6.5,6.0,11
guendouzi,5.5,5.5,11
basic,6.0,6.0,11
isaksen,5.5,5.5,11
pedro,6.0,6.0,11
dia,5.5,5.5,11
noslin,5.5,5.5,11
sarri,5.5,5.0,11
falcone,6.0,6.0,11
gallo,7.0,7.0,11
gaspar k,6.0,6.0,11
tiago gabriel,6.5,6.5,11
veiga d,6.0,6.0,11
sottil,6.5,6.5,11
coulibaly l,5.5,5.0,11
berisha m,6.0,6.0,11
ramadani,6.0,6.0,11
pierotti,5.5,5.5,11
tete morente,5.0,5.0,11
banda,6.0,6.0,11
camarda,6.0,6.0,11
stulic,5.5,5.5,11
di francesco,6.0,6.0,11
maignan,6.0,4.0,11
gabbia,6.0,6.0,11
pavlovic,5.5,5.5,11
estupinan,5.0,5.0,11
de winter,5.5,5.5,11
bartesaghi,6.0,6.0,11
pulisic,5.5,5.5,11
modric,6.0,5.5,11
loftus-cheek,6.0,6.0,11
fofana y,5.0,5.0,11
saelemaekers,7.0,10.0,11
ricci s,5.5,5.5,11
leao,7.0,10.0,11
nkunku,6.0,7.0,11
allegri,6.0,6.0,11
milinkovic-savic v,5.5,3.5,11
buongiorno,5.5,5.5,11
di lorenzo,5.0,5.0,11
rrahmani,5.0,5.0,11
gutierrez,5.5,5.5,11
politano,5.0,5.0,11
zambo anguissa,5.5,5.5,11
lobotka,5.5,5.5,11
elmas,5.0,5.0,11
mctominay,5.5,5.5,11
neres,5.5,5.0,11
hojlund,5.0,4.5,11
lang,5.5,5.0,11
conte,5.0,5.0,11
suzuki,5.5,3.5,11
valenti,6.5,6.5,11
valeri,6.0,6.0,11
delprato,7.5,10.5,11
lovik,5.5,5.5,11
ndiaye,5.0,5.0,11
troilo,6.5,6.5,11
britschgi,7.0,9.0,11
bernabè,7.0,10.0,11
keita m,5.5,5.5,11
sorensen o,5.5,5.0,11
cutrone,6.0,6.0,11
pellegrino m,6.5,6.5,11
cuesta,6.5,6.5,11
semper,6.5,6.5,11
cuadrado,6.0,6.0,11
caracciolo a,6.5,6.5,11
calabresi,5.5,5.5,11
canestrelli,6.0,6.0,11
leris,6.5,6.5,11
tramoni m,6.5,7.5,11
aebischer,6.0,5.5,11
akinsanmiro,6.5,6.5,11
piccinini g,6.0,5.5,11
tourè i,7.0,10.0,11
marin m,6.0,5.5,11
vural,6.0,5.5,11
nzola,6.0,6.0,11
moreo,5.5,5.5,11
gilardino,6.5,6.5,11
svilar,6.5,6.5,11
mancini,6.5,7.5,11
ndicka,6.0,6.0,11
celik,7.0,10.0,11
hermoso,6.5,6.5,11
wesley,6.0,6.0,11
pellegrini lo,7.0,9.5,11
cristante,6.5,6.0,11
el shaarawy,6.0,6.0,11
konè m,6.5,6.5,11
baldanzi,6.0,6.0,11
el aynaoui,6.0,6.0,11
soulè,6.0,6.0,11
dovbyk,6.0,6.0,11
gasperini,6.5,6.5,11
muric,6.5,6.0,11
walukiewicz,6.5,6.5,11
idzes,7.0,7.0,11
candè,6.5,6.0,11
muharemovic,6.5,6.5,11
matic,7.0,7.0,11
thorstvedt,6.5,7.5,11
konè i,7.0,7.0,11
fadera,5.5,5.5,11
berardi,8.5,15.5,11
pinamonti,7.5,10.5,11
laurientè,6.0,6.0,11
grosso,7.5,7.5,11
paleari,7.0,7.0,11
lazaro,6.0,6.0,11
maripan,7.0,7.0,11
ismajli,7.0,7.0,11
pedersen,6.0,6.0,11
coco,6.5,6.5,11
ilic,6.0,6.0,11
vlasic,6.0,6.0,11
asllani,6.0,5.5,11
casadei,6.0,6.0,11
simeone,6.0,6.0,11
ngonge,6.0,6.0,11
adams c,6.0,6.0,11
baroni,6.5,6.5,11
okoye,6.0,4.0,11
kabasele,5.5,5.5,11
zanoli,5.5,5.5,11
kamara h,5.0,5.0,11
bertola,5.5,5.5,11
palma,5.5,5.5,11
solet,5.5,5.5,11
zaniolo,5.0,5.0,11
karlstrom,6.0,5.5,11
ekkelenkamp,5.5,5.5,11
atta,5.5,5.5,11
piotrowski,6.0,6.0,11
davis k,6.0,6.0,11
buksa,5.5,5.5,11
runjaic,5.5,5.5,11
montipò,7.0,7.0,11
bradaric,6.5,6.0,11
frese,6.0,5.5,11
valentini n,6.5,6.0,11
nelsson,6.5,6.5,11
belghali,6.5,6.5,11
bella-kotchap,6.0,6.0,11
gagliardini,5.5,5.5,11
akpa akpro,6.0,5.5,11
harroui,5.0,5.0,11
bernede,5.5,5.5,11
sarr a,5.5,5.5,11
orban g,6.0,6.0,11
giovane,5.5,5.5,11
zanetti,6.0,6.0,11
carnesecchi,5.5,2.5,12
zappacosta,5.5,5.0,12
djimsiti,5.0,5.0,12
bellanova,6.0,7.0,12
kossounou,6.0,6.0,12
hien,5.0,5.0,12
ahanor,4.5,4.5,12
de roon,5.5,5.0,12
pasalic,5.0,5.0,12
samardzic,6.0,6.0,12
zalewski,6.0,6.0,12
ederson ds,6.0,6.0,12
scamacca,7.0,10.0,12
lookman,5.5,5.5,12
de ketelaere,6.0,6.0,12
palladino,5.5,5.5,12
ravaglia f,6.5,6.5,12
de silvestri,6.0,5.5,12
zortea,6.0,6.0,12
miranda j,6.5,6.5,12
casale,6.5,6.5,12
heggem,6.5,6.5,12
bernardeschi,6.5,9.5,12
orsolini,6.0,4.0,12
pobega,8.0,14.0,12
moro n,6.0,6.0,12
fabbian,5.5,5.5,12
castro s,5.5,5.5,12
dallinga,6.0,6.0,12
dominguez b,5.5,5.5,12
italiano,7.5,7.5,12
caprile,5.0,2.0,12
luperto,5.5,5.0,12
mina,5.5,5.0,12
zappa,6.0,7.0,12
palestra,6.5,7.5,12
idrissi r,6.0,6.0,12
deiola,6.5,7.0,12
gaetano,6.0,6.0,12
adopo,6.0,6.0,12
folorunsho,6.0,6.0,12
prati,5.5,5.0,12
felici,5.5,5.5,12
pavoletti,5.5,5.5,12
esposito se,7.0,10.0,12
luvumbo,5.5,5.5,12
borrelli,7.5,13.5,12
pisacane,6.0,6.0,12
butez,6.0,5.0,12
diego carlos,6.5,6.5,12
vojvoda,6.0,6.0,12
valle,6.5,6.5,12
ramon,7.0,10.0,12
kempf,6.0,6.0,12
smolcic i,6.0,5.5,12
da cunha,7.0,7.0,12
perrone,7.5,9.5,12
paz n,7.0,10.0,12
baturina,6.5,9.5,12
morata,6.0,6.0,12
douvikas,6.0,6.0,12
addai,7.5,13.5,12
rodriguez je,7.0,9.0,12
fabregas,8.0,8.0,12
audero,5.5,2.5,12
bianchetti,5.0,5.0,12
pezzella giu,5.0,5.0,12
terracciano f,5.0,5.0,12
baschirotto,5.5,5.5,12
barbieri,5.5,5.5,12
folino,6.5,9.5,12
floriani mussolini,5.5,5.5,12
grassi,5.5,5.5,12
vazquez,6.0,7.0,12
bondo,5.5,5.0,12
payero,5.5,5.0,12
vandeputte,5.5,5.5,12
bonazzoli,6.0,6.0,12
vardy,5.0,5.0,12
nicola,5.0,5.0,12
de gea,6.5,5.5,12
ranieri l,6.0,6.0,12
marì,5.0,5.0,12
parisi,6.5,6.0,12
pongracic,6.0,6.0,12
dodò,5.5,5.5,12
fortini,6.5,6.5,12
kouadio,6.0,6.0,12
mandragora,7.0,9.5,12
fagioli,6.0,5.5,12
sohm,5.5,5.5,12
gudmundsson a,6.0,6.0,12
ndour,6.0,6.0,12
kean,7.0,8.0,12
piccoli,5.0,5.0,12
vanoli,6.5,6.5,12
leali,6.0,3.0,12
martin,6.5,9.5,12
vasquez,5.5,5.5,12
ostigard,6.5,9.5,12
marcandalli,5.0,5.0,12
norton-cuffy,4.5,3.5,12
thorsby,6.5,7.5,12
malinovskyi,6.0,6.0,12
frendrup,6.5,6.5,12
carboni v,5.5,5.5,12
gronbaek,5.5,5.0,12
colombo,6.5,7.5,12
ekuban,6.0,6.0,12
vitinha o,7.0,10.0,12
de rossi,6.0,6.0,12
sommer,5.5,4.5,12
dimarco,6.5,6.5,12
acerbi,6.5,6.5,12
bastoni,6.0,6.0,12
akanji,5.5,5.5,12
carlos augusto,6.0,6.0,12
zielinski,6.0,6.0,12
barella,6.0,6.0,12
calhanoglu,4.5,1.0,12
sucic p,6.0,6.0,12
martinez l,6.0,6.0,12
thuram,6.5,6.5,12
bonny,5.5,5.5,12
chivu,5.5,5.5,12
di gregorio,6.0,5.0,12
kalulu,6.0,6.0,12
cambiaso,6.0,6.0,12
cabal,5.5,5.0,12
kelly l,5.5,5.5,12
locatelli,6.5,6.5,12
kostic,7.0,10.0,12
mckennie,6.0,5.5,12
thuram k,5.5,5.5,12
koopmeiners,5.5,5.5,12
miretti,5.5,5.0,12
conceicao,6.5,6.5,12
vlahovic,5.5,5.5,12
yildiz,6.0,6.0,12
spalletti,5.5,5.5,12
provedel,6.5,6.5,12
romagnoli,6.0,6.0,12
marusic,6.5,6.5,12
lazzari,6.0,6.0,12
pellegrini lu,6.0,6.0,12
gila,6.0,6.0,12
vecino,6.0,6.0,12
cataldi,6.5,6.5,12
zaccagni,6.5,6.5,12
guendouzi,7.0,9.5,12
basic,7.0,8.0,12
isaksen,6.5,6.5,12
dia,6.0,6.0,12
noslin,6.5,9.5,12
sarri,7.5,7.5,12
falcone,6.5,4.5,12
gallo,5.5,5.5,12
gaspar k,6.0,6.0,12
tiago gabriel,5.0,5.0,12
veiga d,5.5,5.5,12
sottil,5.5,5.5,12
coulibaly l,5.5,5.5,12
berisha m,5.5,5.5,12
ramadani,6.0,6.0,12
kaba,6.0,6.0,12
pierotti,6.0,6.0,12
tete morente,5.5,5.5,12
banda,5.5,5.5,12
camarda,5.0,5.0,12
ndri,6.0,5.5,12
stulic,5.5,5.5,12
di francesco,5.0,5.0,12
maignan,8.0,11.0,12
gabbia,6.0,6.0,12
tomori,6.5,6.5,12
pavlovic,6.0,5.5,12
bartesaghi,6.5,6.5,12
rabiot,6.5,6.5,12
pulisic,7.0,10.0,12
modric,6.0,6.0,12
fofana y,6.5,6.5,12
saelemaekers,6.5,6.5,12
ricci s,6.0,6.0,12
leao,5.0,4.5,12
nkunku,6.0,6.0,12
allegri,6.5,6.5,12
milinkovic-savic v,6.0,5.0,12
juan jesus,6.0,5.5,12
buongiorno,6.5,6.5,12
di lorenzo,6.5,7.5,12
rrahmani,6.0,6.0,12
gutierrez,6.0,6.0,12
mazzocchi,6.0,6.0,12
beukema,6.5,6.5,12
politano,6.0,6.0,12
lobotka,6.0,6.0,12
elmas,6.0,6.0,12
mctominay,7.0,8.0,12
neres,7.5,13.5,12
hojlund,6.5,7.5,12
lucca,6.0,6.0,12
lang,7.0,10.0,12
conte,7.0,7.0,12
corvi,6.5,5.5,12
valenti,6.5,6.5,12
valeri,6.0,6.0,12
delprato,5.5,5.0,12
lovik,5.5,5.5,12
troilo,6.5,6.5,12
britschgi,6.0,5.5,12
bernabè,6.0,6.0,12
keita m,5.0,5.0,12
sorensen o,6.5,6.5,12
cutrone,6.0,6.0,12
benedyczak,6.0,6.0,12
pellegrino m,7.5,13.0,12
cuesta,6.5,6.5,12
semper,6.5,4.5,12
albiol,6.0,6.0,12
caracciolo a,5.5,5.5,12
calabresi,6.0,5.5,12
canestrelli,6.0,6.0,12
angori,6.0,6.0,12
leris,6.5,6.5,12
tramoni m,5.0,5.0,12
aebischer,5.5,5.5,12
piccinini g,5.5,5.5,12
tourè i,6.0,6.0,12
hojholt,5.5,5.5,12
nzola,7.0,10.0,12
moreo,7.0,7.0,12
meister,7.0,10.0,12
gilardino,6.5,6.0,12
svilar,7.0,6.0,12
mancini,6.0,6.0,12
ndicka,6.5,6.5,12
celik,6.5,6.5,12
wesley,7.0,10.0,12
ziolkowski,5.5,5.0,12
pellegrini lo,6.0,6.0,12
cristante,6.5,6.5,12
el shaarawy,6.5,7.5,12
konè m,6.5,7.5,12
baldanzi,6.0,6.0,12
el aynaoui,6.5,7.0,12
soulè,7.0,10.0,12
ferguson e,7.0,10.0,12
gasperini,7.5,6.5,12
muric,6.0,4.0,12
walukiewicz,5.5,5.0,12
doig,6.0,6.0,12
coulibaly w,4.5,4.5,12
idzes,6.0,6.0,12
candè,5.0,5.0,12
muharemovic,5.0,5.0,12
matic,7.0,10.0,12
volpato,6.5,7.5,12
thorstvedt,7.0,9.5,12
lipani,6.0,6.0,12
konè i,6.5,6.5,12
fadera,5.5,5.5,12
berardi,5.5,5.5,12
pinamonti,5.0,5.0,12
laurientè,6.0,6.0,12
grosso,6.0,6.0,12
paleari,5.0,0.0,12
masina,4.5,4.5,12
lazaro,5.0,5.0,12
maripan,4.5,4.5,12
nkounkou,5.0,5.0,12
pedersen,5.0,5.0,12
tameze,4.5,4.5,12
vlasic,7.0,10.0,12
asllani,5.0,5.0,12
casadei,5.5,5.5,12
anjorin,5.0,5.0,12
zapata d,5.0,5.0,12
ngonge,5.5,5.5,12
njie,5.0,5.0,12
aboukhlal,5.5,5.5,12
baroni,4.0,4.0,12
okoye,5.5,5.5,12
kabasele,5.5,5.5,12
zanoli,5.5,5.5,12
kamara h,6.0,6.0,12
bertola,5.0,5.0,12
ehizibue,5.0,5.0,12
zemura,6.0,6.0,12
solet,5.5,5.5,12
zaniolo,5.5,5.5,12
karlstrom,5.0,5.0,12
ekkelenkamp,5.5,5.5,12
atta,6.5,6.5,12
piotrowski,6.0,6.0,12
davis k,5.5,5.5,12
bayo v,5.5,5.5,12
buksa,5.5,5.5,12
runjaic,5.5,5.5,12
montipò,6.5,4.5,12
bradaric,5.5,5.5,12
frese,5.5,5.0,12
unai nunez,6.5,6.5,12
nelsson,5.5,5.5,12
belghali,6.0,6.0,12
bella-kotchap,6.0,6.0,12
gagliardini,6.0,5.5,12
akpa akpro,6.0,6.0,12
al-musrati,5.5,5.0,12
bernede,5.5,5.5,12
sarr a,6.0,6.0,12
orban g,6.0,6.0,12
mosquera,6.5,7.5,12
giovane,5.5,8.0,12
zanetti,5.5,5.5,12
carnesecchi,7.0,7.0,13
zappacosta,6.5,6.5,13
djimsiti,6.0,6.0,13
bellanova,6.0,6.0,13
kossounou,7.0,10.0,13
hien,6.5,6.0,13
de roon,6.5,6.5,13
pasalic,6.0,6.0,13
zalewski,6.0,6.0,13
ederson ds,6.0,6.0,13
scamacca,6.0,6.0,13
lookman,7.0,10.0,13
sulemana k,6.0,6.0,13
de ketelaere,7.0,8.0,13
krstovic,6.0,6.0,13
palladino,7.0,7.0,13
caprile,6.0,4.0,13
luperto,5.5,5.5,13
zappa,6.0,6.0,13
obert,5.5,5.0,13
palestra,7.0,8.0,13
idrissi r,5.5,5.5,13
deiola,5.5,5.0,13
adopo,5.5,5.5,13
folorunsho,5.5,5.0,13
prati,6.0,5.5,13
felici,6.0,5.5,13
liteta,5.5,5.5,13
esposito se,7.0,10.0,13
borrelli,6.0,6.0,13
pisacane,5.5,5.5,13
butez,6.0,6.0,13
diego carlos,6.0,6.0,13
vojvoda,6.0,6.0,13
moreno alb,7.0,10.0,13
posch,6.0,6.0,13
ramon,6.0,5.5,13
caqueret,6.5,6.0,13
da cunha,6.0,6.0,13
perrone,6.5,6.5,13
paz n,7.0,8.0,13
baturina,6.0,6.0,13
douvikas,7.0,10.0,13
addai,5.5,5.5,13
rodriguez je,5.5,5.5,13
fabregas,7.0,7.0,13
de gea,6.5,4.5,13
ranieri l,6.0,6.0,13
marì,5.5,5.0,13
parisi,5.5,5.5,13
pongracic,5.0,4.5,13
dodò,5.0,5.0,13
comuzzo,6.0,6.0,13
fortini,6.0,6.0,13
mandragora,5.5,5.0,13
fagioli,5.5,5.5,13
sohm,5.0,5.0,13
gudmundsson a,5.5,5.5,13
kean,5.5,5.5,13
piccoli,5.5,5.5,13
vanoli,5.0,5.0,13
leali,6.5,5.5,13
martin,6.5,6.5,13
vasquez,6.5,6.5,13
ostigard,5.5,5.5,13
marcandalli,6.0,6.0,13
thorsby,7.0,9.5,13
malinovskyi,6.0,6.0,13
frendrup,6.5,6.5,13
ellertsson,6.5,7.5,13
masini,6.0,6.0,13
colombo,7.0,10.0,13
ekuban,6.0,6.0,13
vitinha o,6.5,7.5,13
de rossi,6.5,6.0,13
sommer,6.0,6.0,13
dimarco,6.0,6.0,13
acerbi,6.0,5.5,13
bastoni,6.0,6.0,13
